Latitude,Longittude,Company Name,City
40.626743,-103.217026,Sterling  CO  USA
40.490429,-106.842384,Steamboat Springs  CO  USA
38.025131,-107.67588,Ouray  CO  USA
39.247478,-106.300194,Leadville  CO  USA
38.547871,-106.938622,Gunnison  CO  USA
40.255306,-103.803062,Fort Morgan  CO  USA
30.193626,-85.683029,Panama City  FL  USA
25.793449,-80.139198,Miami Beach  FL  USA
38.749077,-105.18306,Cripple Creek  CO  USA
39.803318,-105.51683,Central City  CO  USA
38.444931,-105.24572,Caon City  CO  USA
39.969753,-104.836723,Brighton  CO  USA
34.497196,-91.560921,Stuttgart  AR  USA
35.705608,-89.992729,Osceola  AR  USA
35.618671,-91.271286,Newport  AR  USA
35.010712,-90.797783,Forrest City  AR  USA
33.132671,-91.971634,Crossett  AR  USA
33.586617,-92.842979,Camden  AR  USA
35.934574,-89.92617,Blytheville  AR  USA
35.67897,-109.067413,Window Rock  AZ  USA
33.395844,-110.793739,Globe  AZ  USA
61.600803,-149.125259,Palmer  AK  USA
32.429066,-85.715233,Tuskegee  AL  USA
31.806484,-85.968628,Troy  AL  USA
34.650826,-86.088501,Scottsboro  AL  USA
31.463181,-85.647202,Ozark  AL  USA
43.0186,-88.259773,Waukesha  WI  USA
33.834263,-87.280708,Jasper  AL  USA
34.361664,-86.305595,Guntersville  AL  USA
31.89818,-85.16021,Eufaula  AL  USA
31.335653,-85.865448,Enterprise  AL  USA
32.510178,-87.855392,Demopolis  AL  USA
31.025837,-87.506462,Atmore  AL  USA
32.940945,-85.970024,Alexander City  AL  USA
33.982506,-118.040962,Whittier  CA  USA
37.662937,-122.433014,South San Francisco  CA  USA
37.865894,-122.498055,Sausalito  CA  USA
37.986076,-122.534752,San Rafael  CA  USA
34.1213,-118.132607,San Marino  CA  USA
35.270378,-120.680656,San Luis Obispo  CA  USA
34.456936,-119.25444,Ojai  CA  USA
37.325954,-120.499992,Merced  CA  USA
39.152321,-121.593994,Marysville  CA  USA
37.997417,-122.133598,Martinez  CA  USA
34.031246,-118.788193,Malibu  CA  USA
38.130123,-121.290443,Lodi  CA  USA
33.785645,-117.97348,Garden Grove  CA  USA
40.785114,-124.183922,Eureka  CA  USA
34.010124,-118.415016,Culver City  CA  USA
32.631718,-117.136772,Coronado  CA  USA
34.132236,-117.739929,Claremont  CA  USA
33.8689,-118.012741,Buena Park  CA  USA
37.524174,-122.304199,Belmont  CA  USA
42.729637,-73.708778,Watervliet  NY  USA
43.107204,-75.252312,Utica  NY  USA
42.728104,-73.687576,Troy  NY  USA
41.00695,-91.973419,Fairfield  IA  USA
43.01519,-78.891663,Tonawanda  NY  USA
42.813297,-73.941177,Schenectady  NY  USA
43.083313,-73.809898,Saratoga Springs  NY  USA
40.981613,-73.691925,Rye  NY  USA
43.227978,-75.484924,Rome  NY  USA
42.644516,-73.747253,Rensselaer  NY  USA
44.699764,-73.471428,Plattsburgh  NY  USA
41.292282,-73.930725,Peekskill  NY  USA
43.095654,-75.669487,Oneida  NY  USA
40.922794,-73.791809,New Rochelle  NY  USA
40.916695,-73.836815,Mount Vernon  NY  USA
41.450123,-74.429253,Middletown  NY  USA
43.170048,-78.710464,Lockport  NY  USA
42.820339,-78.843399,Lackawanna  NY  USA
41.931828,-74.011108,Kingston  NY  USA
43.010265,-74.383682,Johnstown  NY  USA
43.052845,-74.363762,Gloversville  NY  USA
43.311825,-73.655975,Glens Falls  NY  USA
42.868473,-76.99649,Geneva  NY  USA
42.481365,-79.343887,Dunkirk  NY  USA
42.604729,-76.18737,Cortland  NY  USA
42.148773,-77.062103,Corning  NY  USA
42.774475,-73.708412,Cohoes  NY  USA
38.936604,-119.986649,South Lake Tahoe  CA  USA
42.098843,-75.920647,Binghamton  NY  USA
42.940933,-74.200806,Amsterdam  NY  USA
39.36834,-84.32959,Mason  OH  USA
34.395958,-119.521042,Carpinteria  CA  USA
27.798244,-82.798462,Madeira Beach  FL  USA
40.745255,-74.034775,Hoboken  NJ  USA
34.155834,-119.202789,Port Hueneme  CA  the US
42.933334,-76.566666,Auburn  NY  USA
42.095554,-79.238609,Jamestown  NY  the US
38.846668,-91.948059,Fulton  MO  USA
41.392502,-81.534447,Bedford  OH  the US
27.192223,-80.243057,Stuart  FL  USA
31.442778,-100.450279,San Angelo  TX  USA
40.560001,-74.290001,Woodbridge  NJ  USA
33.193611,-117.241112,Vista  CA  USA
41.676388,-86.250275,South Bend  IN  USA
41.543056,-90.590836,Davenport  IA  USA
39.554443,-119.735558,Sparks  NV  USA
44.513332,-88.015831,Green Bay  WI  the US
37.554169,-122.313057,San Mateo  CA  USA
32.349998,-95.300003,Tyler  TX  USA
29.499722,-95.089722,League City  TX  USA
33.038334,-97.006111,Lewisville  TX  USA
43.614166,-116.398888,Meridian  ID  USA
41.55611,-73.041389,Waterbury  CT  USA
34,-117.48333,Jurupa Valley  CA  USA
26.709723,-80.064163,West Palm Beach  FL  USA
38.005001,-121.805832,Antioch  CA  USA
35.970554,-79.997498,High Point  NC  USA
25.942122,-80.26992,Miami Gardens  FL  USA
33.569443,-117.202499,Murrieta  CA  USA
39.799999,-89.650002,Springfield  IL  USA
34.073334,-118.027496,El Monte  CA  USA
40.606388,-111.976112,West Jordan  UT  USA
30.601389,-96.314445,College Station  TX  USA
38.257778,-122.054169,Fairfield  CA  USA
37.977222,-87.550552,Evansville  IN  USA
42.373611,-71.110558,Cambridge  MA  USA
32.965557,-96.715836,Richardson  TX  USA
37.871666,-122.272781,Berkeley  CA  USA
38.951561,-92.328636,Columbia  MO  USA
33.950001,-83.383331,Athens  GA  USA
30.216667,-92.033333,Lafayette  LA  USA
42.580276,-83.030281,Sterling Heights  MI  USA
36.316666,-119.300003,Visalia  CA  USA
37.034946,-76.360123,Hampton  VA  USA
40.689167,-111.993889,West Valley City  UT  USA
33.630554,-112.366669,Surprise  AZ  USA
39.903057,-104.954445,Thornton  CO  USA
25.978889,-80.282501,Miramar  FL  USA
35.846111,-86.391945,Murfreesboro  TN  USA
34.156113,-118.131943,Pasadena  CA  USA
41.18639,-73.195557,Bridgeport  CT  USA
40.914745,-74.162827,Paterson  NJ  USA
42.259445,-89.064445,Rockford  Il  the US
41.520557,-88.150558,Joliet  Illinois  USA
33.124722,-117.080833,Escondido  CA  USA
39.106667,-94.676392,Kansas City  KS  USA
42.101391,-72.590279,Springfield  MA  USA
37.210388,-93.297256,Springfield  MO  USA
33.866669,-117.566666,Corona  CA  USA
26.012501,-80.313614,Pembroke Pines  FL  USA
38.438332,-121.381943,Elk Grove  CA  USA
33.211666,-117.325836,Oceanside  CA  the US
37.070831,-76.484444,Newport News  VA  USA
43.536388,-96.731667,Sioux Falls  South Dakota  the US
45.633331,-122.599998,Vancouver  WA  USA
42.271389,-71.798889,Worcester  MA  USA
30.455,-84.253334,Tallahassee  FL  USA
32.492222,-84.940277,Columbus  GA  USA
33.466667,-81.966667,Augusta  GA  USA
32.361668,-86.279167,Montgomery  AL  USA
41.763889,-88.290001,Aurora  IL  USA
35.199165,-101.845276,Amarillo  TX  USA
37.661388,-120.994446,Modesto  CA  USA
32.907223,-96.635277,Garland  TX  USA
33.669445,-117.823059,Irvine  CA  the US
39.710835,-104.8125,Aurora  CO  USA
32.705002,-97.12278,Arlington  TX  USA
39.099724,-94.578331,Kansas City  MO  USA
35.1175,-89.971107,Memphis  TN  USA
39.791,-86.148003,Indianapolis  IN  USA
39.983334,-82.98333,Columbus  OH  USA
30.266666,-97.73333,Austin  TX  the US
32.779167,-96.808891,Dallas  TX  the US
37.487846,-122.236115,Redwood City  CA  USA
35.25528,-81.180275,Gastonia  NC  the USA
29.700001,-98.116669,New Braunfels  TX  the USA
26.838619,-80.129967,Palm Beach Gardens  FL  USA
38.473625,-122.889992,Forestville  CA  USA
29.749907,-95.358421,Houston  TX  USA
40.191891,-85.401695,Muncie  IN  USA
33.830517,-116.545601,Palm Springs  CA  USA
